Equipo;Status del sistema;Denominación de la ubicación técnica;Centro de coste;Denominación de objeto técnico;Número-identificación técnica;Fabricante del activo fijo;Número de pieza de fabricante;Fabricante número de serie;Denominación de tipo;Peso bruto;Unidad de peso;Tamaño/Dimensión;Creado el;Valor de adquisición;Moneda;Modificado el;Tp.objeto técnico;Perfil de catálogo;Indicador ABC;Fecha de adquisición;Fe.puesta servicio;Equipo superior
10067778;MONT;Sist. Eléctrico -Tableros eléctricos;1114104;Tablero eléctrico-General;;;;;GENERAL;0.000;;;9/02/2026;0.00;;;ZP;;2;;;
10067779;MONT;Sist. Eléctrico -Tableros eléctricos;1114104;Tablero eléctrico-Bombas y dispensadores;;;;;BOMBAS/DISPENSADORES;0.000;;;9/02/2026;0.00;;;ZP;;2;;;
10067780;AEQS;Sist. Eléctrico -Tableros eléctricos;1114104;Tablero eléctrico-Sub tablero General;;;;;SUB TAB. GENERAL;0.000;;;9/02/2026;0.00;;;ZP;;2;;;10067778
10067781;MONT;Sist. Eléctrico -Tableros eléctricos;1114104;Tablero eléctrico-Diferenciales/bombas;;;;;DIFERENCIALES/BOMBAS;0.000;;;9/02/2026;0.00;;;ZP;;2;;;
10067782;MONT;Sist. Eléctrico -Tableros eléctricos;1114104;Tablero eléctrico-Alumbrado/Aire acondic;;;;;ALUMBRADO/AIRE ACOND;0.000;;;9/02/2026;0.00;;;ZP;;2;;;
10067783;MONT;Sist. Eléctrico -Tableros eléctricos;1114104;Tablero eléctrico-Diferenciales marquesi;;;;;DIFERENCIALES MARQUE;0.000;;;9/02/2026;0.00;;9/02/2026;ZP;;2;;;
10067784;MONT;Sist. Eléctrico -Tableros eléctricos;1114104;Tablero eléctrico-General-transferencia;;;;;GENERAL y TRANSFEREN;0.000;;;9/02/2026;0.00;;;ZP;;2;;;
10067785;MONT;Sist. Eléctrico -Tableros eléctricos;1116102;Tablero eléctrico-Local 01 arrendatario;;;;;LOCAL ARRENDATARIO;0.000;;;9/02/2026;0.00;;1/06/2026;ZP;;2;31/08/2018;31/08/2018;
10067786;AEQS;Sist. Eléctrico -Tableros eléctricos;1116102;Tablero eléctrico-Subtablero arrendatari;;;;;LOCAL 2 ARRENDATARIO;0.000;;;9/02/2026;0.00;;;ZP;TAB-ELECT;2;;;10031604
10067787;MONT;Sist. SSMA -Extintores y muebles;1114092;EXTINTOR-20 LB;;BUCKEYE;;D07308473;CO2- BC;20;LB;;10/02/2026;0.00;;;ZU;;0;6/02/2026;6/02/2026;
10067788;MONT;Sist. Eléctrico -Tableros eléctricos;1113074;Tablero eléctrico-General propietario;;;;;TERCER PISO;0.000;;;11/02/2026;0.00;;1/06/2026;ZU;;2;;;
10067789;MONT;Sist. SSMA -Seguridad y alarmas;1113074;SISTEMA DE ALARMA CENTRALIZADA;;HAGROY;;;PROTEC FIRE 5;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067790;MONT;Sist. SSMA -Seguridad y alarmas;1114091;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067791;MONT;Sist. SSMA -Seguridad y alarmas;1113039;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;12/05/2026;ZP;;0;11/02/2026;11/02/2026;
10067792;MONT;Sist. SSMA -Seguridad y alarmas;1116105;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;;ZP;;0;11/02/2026;11/02/2026;
10067793;MONT;Sist. SSMA -Seguridad y alarmas;1113076;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067794;MONT;Sist. SSMA -Seguridad y alarmas;1114102;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067795;MONT;Sist. SSMA -Seguridad y alarmas;1116113;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067796;MONT;Sist. SSMA -Seguridad y alarmas;1116121;SISTEMA DE ALARMA CENTRALIZADA;;SIMPLEX;;;4007ES;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067797;MONT;Sist. SSMA -Seguridad y alarmas;1116123;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067798;MONT;Sist. SSMA -Seguridad y alarmas;1115057;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FX 350;0.000;;;11/02/2026;0.00;;;ZP;;0;11/02/2026;11/02/2026;
10067799;MONT;Sist. SSMA -Seguridad y alarmas;1114089;SISTEMA DE ALARMA CENTRALIZADA;;SIMPLEX;;;4007ES;0.000;;;11/02/2026;0.00;;;ZP;;0;11/02/2026;11/02/2026;
10067800;MONT;Sist. SSMA -Seguridad y alarmas;1114103;SISTEMA DE ALARMA CENTRALIZADA;;MIRCOM;;;FA 106R;0.000;;;11/02/2026;0.00;;;ZU;;0;11/02/2026;11/02/2026;
10067801;MONT;Sist. Eléctrico -Tableros eléctricos;1114103;Tablero eléctrico-Compresor de aire;;;;;COMPRESOR DE AIRE;0.000;;;12/02/2026;0.00;;;ZU;;2;12/02/2026;12/02/2026;
10067802;AEQS;Tanques-tuberías -Sist. Telemedición;1114091;Sonda Telemedición C1 Premium TK 04;;;;;;0.000;;;12/02/2026;0.00;;;ZU;;3;12/02/2026;12/02/2026;10067749
10067803;AEQS;Tanques-tuberías -Sist. Telemedición;1114091;Sonda Telemedición Regular TK 03;;;;;;0.000;;;12/02/2026;0.00;;;ZU;;3;12/02/2026;12/02/2026;10067749
10067804;AEQS;Tanques-tuberías -Sist. Telemedición;1114091;Sonda Telemedición Premium TK 02;;;;;;0.000;;;12/02/2026;0.00;;;ZU;;3;12/02/2026;12/02/2026;10067749
10067805;AEQS;Tanques-tuberías -Sist. Telemedición;1114091;Sonda Telemedición C2 Diesel B5 TK 04;;;;;;0.000;;;12/02/2026;0.00;;;ZU;;3;12/02/2026;12/02/2026;10067749
10067806;MONT;Elem. Imagen -Monolito;1132094;Totem-SAN LUIS-A -12 mts;;;;;TOTEM;0.000;;;12/02/2026;0.00;;12/02/2026;ZA;;3;31/12/2016;31/12/2016;
10067807;MONT;Sist. Eléctrico -Tableros eléctricos;1113080;Tablero eléctrico-General-transferencia;;;;;GENERAL y TRANSFEREN;0.000;;;17/02/2026;0.00;;1/06/2026;ZP;;0;31/12/2023;31/12/2023;
10067808;MONT;Sist. Eléctrico -Tableros eléctricos;1113080;Tablero eléctrico-Bombas y dispensadores;;;;;BOMBAS Y DISPENSADOR;0.000;;;17/02/2026;0.00;;1/06/2026;ZP;;0;31/12/2023;31/12/2023;
10067809;MONT;Sist. Eléctrico -Tableros eléctricos;1113080;Tablero eléctrico-Cómputo;;;;;COMPUTO;0.000;;;17/02/2026;0.00;;1/06/2026;ZP;;0;31/05/2024;31/05/2024;
10067810;MONT;Sist. Eléctrico -Tableros eléctricos;1113080;Tablero eléctrico-Alumbrado;;;;;ALUMBRADO;0.000;;;17/02/2026;0.00;;;ZP;;0;31/12/2023;31/12/2023;
10067811;MONT;Sist. Eléctrico -Tableros eléctricos;1113080;Tablero eléctrico-Compresor de aire;;;;;COMPRESOR DE AIRE;0.000;;;17/02/2026;0.00;;;ZP;;0;;;
10067812;MONT;Sist. Eléctrico -Tableros eléctricos;1113080;Tablero eléctrico-Container;;;;;CONTAINER;0.000;;;17/02/2026;0.00;;;ZP;;0;;;
10067813;MONT;Inst. de GLP -Tubería de GLP;1116102;CENTRAL DE ALARMAS - GLP;;FIDEGAS;;1017080121;C-6;0.000;;;18/02/2026;0.00;;;ZP;;0;;;
10067814;MONT;Inst. de GLP -Tubería de GLP;1118027;CENTRAL DE ALARMAS - GLP;;FIDEGAS;;1016090125;C-6;0.000;;;18/02/2026;0.00;;;ZU;;0;;;
10067818;MONT;Sist. Eléctrico -Tableros eléctricos;1113036;Tablero eléctrico-Alumbrado;;;;;ALUMBRADO;0.000;;;19/02/2026;0.00;;;ZP;;2;;;
10067819;MONT;Sist. Eléctrico -Tableros eléctricos;1113036;Tablero eléctrico-Bombas y dispensadores;;;;;BOMBAS/DISPENSADORES;0.000;;;19/02/2026;0.00;;;ZP;;2;;;
10067820;MONT;Sist. Eléctrico -Tableros eléctricos;1113036;Tablero eléctrico-Cómputo;;;;;COMPUTO;0.000;;;19/02/2026;0.00;;;ZP;;2;;;
10067821;MONT;Sist. Eléctrico -Tableros eléctricos;1113036;Tablero eléctrico-Servidor;;;;;SERVIDOR;0.000;;;19/02/2026;0.00;;;ZP;;2;;;
10067822;MONT;Sist. Eléctrico -Tableros eléctricos;1113036;Tablero eléctrico-General;;;;;GENERAL;0.000;;;19/02/2026;0.00;;;ZP;;2;;;
10067825;MONT;Sist. Eléctrico -Tableros eléctricos;1112017;Tablero eléctrico-Compresor de aire;;;;;COMPRESOR DE AIRE;0.000;;;2/03/2026;0.00;;3/06/2026;ZP;;2;30/06/2024;30/06/2024;
10067826;MONT;Sist. Eléctrico -Tableros eléctricos;1112017;Tablero eléctrico-GLP;;;;;GLP;0.000;;;2/03/2026;0.00;;3/06/2026;ZP;;2;30/06/2024;30/06/2024;
10067827;MONT PTBO;Sist. Eléctrico -Tableros eléctricos;1113064;Tablero eléctrico-General(duplicidad);;;;;GENERAL;0.000;;;2/03/2026;0.00;;5/06/2026;ZP;;0;;;
10067828;MONT PTBO;Sist. Eléctrico -Tableros eléctricos;1113064;Tablero eléctrico-Bombas y disp(duplicid;;;;;BOMBAS/DISPENSADORES;0.000;;;2/03/2026;0.00;;5/06/2026;ZP;;0;;;
10067829;MONT PTBO;Sist. Eléctrico -Tableros eléctricos;1113064;Tablero eléctrico-Alumbrado(duplicidad);;;;;ALUMBRADO;0.000;;;2/03/2026;0.00;;5/06/2026;ZP;;0;;;
10067830;MONT PTBO;Sist. Eléctrico -Tableros eléctricos;1113064;Tablero eléctrico-Tienda(duplicidad);;;;;TIENDA;0.000;;;2/03/2026;0.00;;5/06/2026;ZP;;0;30/09/2018;30/09/2018;
10067831;MONT PTBO;Sist. Eléctrico -Tableros eléctricos;1113064;Tablero eléctrico-Cómputo(duplicidad);;;;;COMPUTO;0.000;;;2/03/2026;0.00;;5/06/2026;ZP;;0;;;
10067832;MONT;Sist. Eléctrico -Tableros eléctricos;1113064;Tablero eléctrico-Compresor de aire;;;;;COMPRESOR DE AIRE;0.000;;;2/03/2026;0.00;;;ZP;;0;;;
10067833;MONT;Sist. Eléctrico -Tableros eléctricos;1113064;Tablero eléctrico-Aire acondicionado;;;;;AIRE ACONDICIONADO;0.000;;;2/03/2026;0.00;;3/06/2026;ZP;;0;30/09/2018;30/09/2018;
10067834;MONT;Sist. Eléctrico -Tableros eléctricos;1114093;Tablero eléctrico-Control GNV;;;;;CONTROL GNV;0.000;;;2/03/2026;0.00;;;ZU;;2;;;
10067835;MONT;Sist. Eléctrico -Tableros eléctricos;1114093;Tablero eléctrico-Puerta compresor GNV;;;;;PUERTA COMPRESORGNV;0.000;;;2/03/2026;0.00;;;ZU;;2;;;
10067836;MONT;Sist. Eléctrico -Tableros eléctricos;1114093;Tablero eléctrico-Servicio GNV;;;;;SERVICIO GNV;0.000;;;2/03/2026;0.00;;;ZU;;2;;;
10067837;MONT;Estruc Civi Metali -Marquesina;1114085;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067838;MONT;Estruc Civi Metali -Marquesina;1113074;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067839;MONT;Estruc Civi Metali -Marquesina;1113035;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067840;MONT;Estruc Civi Metali -Marquesina;1114098;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067841;MONT;Estruc Civi Metali -Marquesina;1114098;MARQUESINA 02-01 SURT GNV Y 01 SURT GLP;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067842;MONT;Estruc Civi Metali -Marquesina;1114098;MARQUESINA 03-02 SURTIDORES GNV;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067843;MONT;Estruc Civi Metali -Marquesina;1114044;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067844;MONT;Estruc Civi Metali -Marquesina;1114041;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067845;MONT;Estruc Civi Metali -Marquesina;1112033;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067846;MONT;Estruc Civi Metali -Marquesina;1112027;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067847;MONT;Estruc Civi Metali -Marquesina;1112027;MARQUESINA 02- GLP 01 SURTIDOR;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067848;MONT;Estruc Civi Metali -Marquesina;1114087;MARQUESINA 01-LIQUIDOS 03  DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067849;MONT;Estruc Civi Metali -Marquesina;1114087;MARQUESINA 02- GLP 03 SURTIDORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067850;MONT;Estruc Civi Metali -Marquesina;1114087;MARQUESINA 03-01 SURTIDOR GLP;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067851;MONT;Estruc Civi Metali -Marquesina;1114087;MARQUESINA 04-10 SURTIDORES GNV;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067852;MONT;Estruc Civi Metali -Marquesina;1116100;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067853;MONT;Estruc Civi Metali -Marquesina;1116100;MARQUESINA 02-LIQUIDOS 01 DISPENSADOR;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067854;MONT;Estruc Civi Metali -Marquesina;1116101;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067855;MONT;Estruc Civi Metali -Marquesina;1112021;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067856;MONT;Estruc Civi Metali -Marquesina;1111068;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067857;MONT;Estruc Civi Metali -Marquesina;1114084;MARQUESINA 01-LIQUIDOS 07 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067858;MONT;Estruc Civi Metali -Marquesina;1114084;MARQUESINA 02-05 SURTIDORES GNV;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067859;MONT;Estruc Civi Metali -Marquesina;1113037;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067860;MONT;Estruc Civi Metali -Marquesina;1113029;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067861;MONT;Estruc Civi Metali -Marquesina;1113029;MARQUESINA 02-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067862;MONT;Estruc Civi Metali -Marquesina;1113029;MARQUESINA 03-02 SURTIDORES GNV;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067863;MONT;Estruc Civi Metali -Marquesina;1113029;MARQUESINA 04-02 SURTIDORES GNV;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067864;MONT;Estruc Civi Metali -Marquesina;1111007;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067865;MONT;Estruc Civi Metali -Marquesina;1111007;MARQUESINA 02-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067866;MONT;Estruc Civi Metali -Marquesina;1116102;MARQUESINA 01-LIQUID 02 Y 02 SURTID GLP;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067867;MONT;Estruc Civi Metali -Marquesina;1116102;MARQUESINA 02-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067868;MONT;Estruc Civi Metali -Marquesina;1113080;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;;2;3/03/2026;3/03/2026;
10067869;MONT;Estruc Civi Metali -Marquesina;1113033;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067870;MONT;Estruc Civi Metali -Marquesina;1116106;MARQUESINA 01-LIQUIDOS 04 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067871;MONT;Estruc Civi Metali -Marquesina;1116107;MARQUESINA 01-LIQUIDOS 04 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067872;MONT;Estruc Civi Metali -Marquesina;1112031;MARQUESINA 01-GNV 04 SURTIDORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067873;MONT;Estruc Civi Metali -Marquesina;1112031;MARQUESINA 02-LIQUIDOS  01 DISPENSADOR;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067874;MONT;Estruc Civi Metali -Marquesina;1112031;MARQUESINA 03-LIQUIDOS  01 DISPENSADOR;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067875;MONT;Estruc Civi Metali -Marquesina;1112031;MARQUESINA 04-LIQUIDOS  01 DISPENSADOR;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067876;MONT;Estruc Civi Metali -Marquesina;1112031;MARQUESINA 05-GLP 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067877;MONT;Estruc Civi Metali -Marquesina;1116110;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067878;MONT;Estruc Civi Metali -Marquesina;1114102;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067879;MONT;Estruc Civi Metali -Marquesina;1114102;MARQUESINA 02-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067880;MONT;Estruc Civi Metali -Marquesina;1114102;MARQUESINA 03-SIN DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067881;MONT;Estruc Civi Metali -Marquesina;1114101;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;;2;3/03/2026;3/03/2026;
10067882;MONT;Estruc Civi Metali -Marquesina;1113063;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;;2;3/03/2026;3/03/2026;
10067883;MONT;Estruc Civi Metali -Marquesina;1113064;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067884;MONT;Estruc Civi Metali -Marquesina;1114043;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067885;MONT;Estruc Civi Metali -Marquesina;1116118;MARQUESINA 01-LIQUIDOS 04 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067886;MONT;Estruc Civi Metali -Marquesina;1116120;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067887;MONT;Estruc Civi Metali -Marquesina;1116121;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067888;MONT;Estruc Civi Metali -Marquesina;1116121;MARQUESINA 01-LIQUIDOS 04 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067889;MONT;Estruc Civi Metali -Marquesina;1116122;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067890;MONT;Estruc Civi Metali -Marquesina;1116122;MARQUESINA 02-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067891;MONT;Estruc Civi Metali -Marquesina;1116132;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067892;MONT;Estruc Civi Metali -Marquesina;1113030;MARQUESINA 01-LIQUIDOS 03 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;;2;3/03/2026;3/03/2026;
10067893;MONT;Estruc Civi Metali -Marquesina;1116125;MARQUESINA 01-LIQUIDOS 04 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZU;MARQUESIN;2;3/03/2026;3/03/2026;
10067894;MONT;Estruc Civi Metali -Marquesina;1113034;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067895;MONT;Equipos de frío -Coolers y visicoolers;1111068;Equipo de frío-visicooler 01p-equipo 01;UE:AGUA Y REHIDRATANTES;SIN MARCA;;SIN SERIE;SIN MODELO;0.000;;;4/03/2026;0.00;;;ZP;;3;;;
10067896;MONT;Equipos de frío -Coolers y visicoolers;1111068;Equipo de frío-visicooler 01p-equipo 02;UE:GASEOSAS,ENERGIZANTES;SIN MARCA;;SIN SERIE;SIN MODELO;0.000;;;4/03/2026;0.00;;4/03/2026;ZP;;3;;;
10067897;MONT;Estruc Civi Metali -Marquesina;1113039;MARQUESINA 01-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;5/03/2026;0.00;;5/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067898;MONT;Estruc Civi Metali -Marquesina;1113039;MARQUESINA 02-LIQUIDOS 02 DISPENSADORES;;;;;;0.000;;;5/03/2026;0.00;;5/03/2026;ZP;MARQUESIN;2;3/03/2026;3/03/2026;
10067899;MONT;Sist. Eléctrico -Tableros eléctricos;1111003;Tablero eléctrico-General;;;;;GENERAL;0.000;;;6/03/2026;0.00;;5/06/2026;ZP;;2;31/03/2022;31/03/2022;
10067900;MONT;Sist. Eléctrico -Tableros eléctricos;1111003;Tablero eléctrico-Bombas y dispensadores;;;;;BOMBAS Y DISPENSADOR;0.000;;;6/03/2026;0.00;;5/06/2026;ZP;;2;31/03/2022;31/03/2022;
10067901;MONT;Sist. Eléctrico -Tableros eléctricos;1111003;Tablero eléctrico-Cómputo;;;;;COMPUTO;0.000;;;6/03/2026;0.00;;5/06/2026;ZP;;2;31/03/2022;31/03/2022;
10067902;MONT;Sist. Eléctrico -Tableros eléctricos;1111003;Tablero eléctrico-Alumbrado;;;;;ALUMBRADO;0.000;;;6/03/2026;0.00;;5/06/2026;ZP;;2;31/03/2022;31/03/2022;
10067903;MONT;Sist. Eléctrico -Tableros eléctricos;1111003;Tablero eléctrico-Distribución oficina;;;;;OFICINA ADMINISTRATI;0.000;;;6/03/2026;0.00;;5/06/2026;ZP;;2;31/03/2022;31/03/2022;
10067904;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1118043;Pozos a tierra 01-Descarga GLP;;;;;DESCARGA GLP;0.000;;;9/03/2026;0.00;;;ZU;;3;;;
10067905;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1118043;Pozos a tierra 02-Puesta a tierra GLP;;;;;PUESTA A TIERRA;0.000;;;9/03/2026;0.00;;9/03/2026;ZU;;3;;;
10067906;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1118043;Pozos a tierra 03-Estática GLP;;;;;ESTATICA GLP;0.000;;;9/03/2026;0.00;;;;;3;;;
